"type","city","street","cost","area"
"3er WG","Berlin Steglitz-Zehlendorf","Gütlingstr. X","460","20"
"2er WG","Berlin Lankwitz","Klüberstraße 21","300","20"
"2er WG","Berlin Prenzlauer Berg","stubbbenkammerstr. 1-10","600","20"
"2er WG","Berlin Alt-Mariendorf","Fritz-Werner-Str. 7","650","18"
"2er WG","Berlin Alt-Mariendorf","Fritz-Werner-Str. 7","600","14"
"3er WG","Berlin Tempelhof-Schöneberg","Schwalbenweg 2","500","16"
"2er WG","Berlin Friedrichshain-Kreuzberg","Yorckstr.","470","19"
"2er WG","Berlin Baumschulenweg","Kiefholzstraße/Baumschule...","490","17"
"4er WG","Berlin Friedenau","Fregestr.","775","45"
"2er WG","Berlin Neukölln","Hermannstraße","450","19"
"1-Zimmer-Wohnung","Berlin Berlin","Hedemannstr., 10","800","37"
"3er WG","Berlin Mitte","Strelitzer Straße 25","480","15"
"3er WG","Berlin Schöneberg","Herbertstraße","550","14"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Otto-Suhr-Allee. 132","700","38"
"1-Zimmer-Wohnung","Berlin Marzahn-Hellersdorf","Merler Weg","580","38"
"4er WG","Berlin Charlottenburg","Burggrafenstr. 15","420","12"
"4er WG","Berlin Charlottenburg","Burggrafenstr. 15","530","16"
"3er WG","Berlin Friedrichshain","Bänschstraße","450","22"
"3er WG","Berlin Kreuzberg","Pücklerstraße","500","16"
"4er WG","Berlin Charlottenburg","Pestalozzistraße 16","380","12"
"3er WG","Berlin Moabit","Stromstrasse 44","300","16"
"1-Zimmer-Wohnung","Berlin Mitte","Alex-Wedding-Straße 3","775","30"
"3er WG","Berlin Prenzlauer Berg","Wisbyer Str.","490","25"
"2er WG","Berlin Prenzlauer Berg","Schliemannstraße 38","599","25"
"8er WG","Berlin Spandau","Flankenschanze 46 E","450","11"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Dirschauerstr 12","1100","45"
"2er WG","Berlin Neukölln","Pflügerstr.","300","22"
"1-Zimmer-Wohnung","Berlin Mitte","Invalidenstraße xxx","50","38"
"2er WG","Berlin Berlin","Henny Porten str 4","380","26"
"3er WG","Berlin Adlershof","Husstraße","460","15"
"1-Zimmer-Wohnung","Berlin Neukölln","Erkstraße","390","40"
"1-Zimmer-Wohnung","Berlin Neukölln","Erkstraße","250","40"
"3er WG","Berlin Neukölln","Flughafensttraße","430","10"
"2er WG","Berlin Neukölln","Kiehlufer 143","600","26"
"3er WG","Berlin Baumschulenweg","Hallberger Zeile 21","430","14"
"2er WG","Berlin Lankwitz","Mühlenstraße 57","420","26"
"2er WG","Berlin Moabit","Rathenower Str. 00","600","23"
"1-Zimmer-Wohnung","Berlin Mitte","Chausseestraße 36","1500","65"
"2er WG","Berlin Niederschöneweide","Britzer Sraße","450","21"
"2er WG","Berlin Prenzlauer Berg","Bötzow 70","400","25"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Meinekestraße 2","900","30"
"2er WG","Berlin Mitte","Neue Blumenstraße","525","18"
"2er WG","Berlin Steglitz","Kniephofstr. 11","340","13"
"2er WG","Berlin Berlin","Wrangelstrasse 81","480","15"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Dunckerstrasse 65","960","53"
"1-Zimmer-Wohnung","Berlin Mitte","Potsdamer Straße 63","330","18"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Knaackstr.86","1100","36"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Dunckerstraße","1150","45"
"2er WG","Berlin Kreuzberg","Katzbachstrasse 23","750","23"
"3er WG","Berlin Mitte","Stephanstraße 60","400","14"
"2er WG","Berlin Friedrichshain","Boxhagenerstr 88","350","25"
"1-Zimmer-Wohnung","Berlin Moabit","Waldstrase 55","810","35"
"4er WG","Berlin Prenzlauer Berg","Straßburgerstr. 60","600","16"
"3er WG","Berlin Friedrichsfelde","Rosenfelder Ring 150","530","11"
"4er WG","Berlin Neukölln","Silbersteinstr.","495","14"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Aristotelessteig 2","380","16"
"2er WG","Berlin Steglitz","Forststraße","220","22"
"2er WG","Berlin Friedenau","Niedstraße 19","500","16"
"2er WG","Berlin Pankow","Am Iderfengraben","401","12"
"2er WG","Berlin Spandau","Jägerstr. 14","330","10"
"2er WG","Berlin Charlottenburg","Herbartstraße","700","20"
"1-Zimmer-Wohnung","Berlin Mitte","Ohmstraße 10","895","30"
"2er WG","Berlin Steglitz-Zehlendorf","FU Nähe, am U-Bhf Krumme ...","400","10"
"3er WG","Berlin Friedrichshain-Kreuzberg","Schlesische Straße 37","520","28"
"2er WG","Berlin Wedding","Freienwalder str. 11","400","16"
"2er WG","Berlin Charlottenburg","Ilsenburger Straße","570","15"
"2er WG","Berlin Treptow","Schnellerstrasse","350","16"
"2er WG","Berlin Spandau","Lünette","550","16"
"1-Zimmer-Wohnung","Berlin Neukölln","Weserstrasse","525","40"
"3er WG","Berlin Neukölln","Delbrück Str.","645","25"
"4er WG","Berlin Lichtenberg","XYZ","260","12"
"3er WG","Berlin Lichtenberg","Alt-Friedrichsfelde, 126","598","14"
"3er WG","Berlin Berlin","Erich-Weinert-Straße","270","15"
"3er WG","Berlin Mitte","Alte Schönhauser Strasse 4","600","20"
"2er WG","Berlin Neukölln","Treptower Straße","610","20"
"1-Zimmer-Wohnung","Berlin Neukölln","Zwiestädterstrasse","850","38"
"3er WG","Berlin Lichtenberg","Rumoldstr","670","14"
"1-Zimmer-Wohnung","Berlin Neukölln","Fuldastrasse 2","550","40"
"2er WG","Berlin Wedding","Turiner Straße 48","550","16"
"2er WG","Berlin Friedrichshain","Friedenstraße 93","625","13"
"3er WG","Berlin Karlshorst","Liepnitzstraße 7","550","30"
"2er WG","Berlin Pankow","Mühlenstr. 54","485","22"
"12er WG","Berlin Pankow","Schönhauser Allee 182","320","15"
"4er WG","Berlin Neukölln","Hermannstr.226","280","10"
"4er WG","Berlin Wedding","Lynarstraße -","389","14"
"5er WG","Berlin Köpenick","Nahe Krankenhaus Köpenick","275","12"
"4er WG","Berlin Berlin","Fehlerstrasse, 16","555","15"
"2er WG","Berlin Reinickendorf","Nagolder Pfad 1","450","20"
"3er WG","Berlin Alt-Hohenschönhausen","Bitburger Str.","400","13"
"2er WG","Berlin Kreuzberg","Goerlitzer Str. 00","650","60"
"2er WG","Berlin Wedding","Drontheimerstr. 21","420","30"
"2er WG","Berlin Kreuzberg/Mitte","Stresemannstr.","680","18"
"2er WG","Berlin Wedding","Torfstraße","600","27"
"2er WG","Berlin Neukölln","Donaustr.14","300","7"
"5er WG","Berlin Prenzlauer Berg","Kastanienallee","520","10"
"9er WG","Berlin Wedding","Amrumer Straße 36","350","10"
"4er WG","Berlin Lichtenberg","Wönnichstraße 108","325","12"
"2er WG","Berlin Spandau","Ruhlebenerstrasse","385","25"
"2er WG","Berlin Lichterfelde","Marschnerstraße","550","16"
"2er WG","Berlin Friedrichshain","Nähe Boxenhagener Platz","470","22"
"2er WG","Berlin Schöneberg","Luitpoldstraße 4","600","30"
"4er WG","Berlin Wedding","Klemkestraße 82","500","20"
"4er WG","Berlin Schöneberg","Grazer Platz 5","600","19"
"3er WG","Berlin Weißensee","Buschallee","484","15"
"3er WG","Berlin Mahlsdorf","Greifswalder Str. 11 B","500","18"
"1-Zimmer-Wohnung","Berlin Mitte","Köpenicker Straße 43","776","26"
"3er WG","Berlin Friedrichshain","Erich-Kuttner Straße 10","475","9"
"2er WG","Berlin Lichterfelde","Oberhofer Platz","500","18"
"2er WG","Berlin Spandau","Schönwalder Straße","550","20"
"4er WG","Berlin Neukölln","Karl-Marx-Platz 2","630","27"
"8er WG","Berlin Zehlendorf","Königstraße 3","250","18"
"1-Zimmer-Wohnung","Berlin Neukölln","hermannstrasse 55","250","25"
"2er WG","Berlin Wedding","Mullerstraße 55A","579","15"
"2er WG","Berlin Prenzlauer Berg","Stavangerstraße","520","18"
"2er WG","Berlin Wedding","Jülicher Straße 28","450","12"
"2er WG","Berlin Berlin","Sömmeringstr.","641","30"
"1-Zimmer-Wohnung","Berlin Oberschöneweide","Schillerpromenade 1","530","18"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Frankfurter Allee 26","40","24"
"2er WG","Berlin Spandau","Spandau","161","58"
"1-Zimmer-Wohnung","Berlin Spandau","Gartenfelderstr. 137","750","34"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Glatzer Straße 3","1025","40"
"3er WG","Berlin Friedrichshain-Kreuzberg","Proskauer str 20","450","20"
"2er WG","Berlin Charlottenburg","Horstweg 2","425","16"
"1-Zimmer-Wohnung","Berlin Tiergarten","Gotzkowskystr","445","38"
"2er WG","Berlin Charlottenburg","Mollwitzstr.5","340","15"
"1-Zimmer-Wohnung","Berlin Spandau","Alstädter Ring 15","610","22"
"2er WG","Berlin Charlottenburg","Schillerstrasse","658","20"
"3er WG","Berlin Kreuzberg","waterloo-ufer 8","450","20"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Holsteinische Str.","500","15"
"2er WG","Berlin Pankow","Grunowstraße 6","270","20"
"3er WG","Berlin Prenzlauer Berg","Senefelderstraße 4","650","30"
"3er WG","Berlin Mitte","Neue Hochstrasse 30","550","15"
"2er WG","Berlin Prenzlauer Berg","Hagenauerstr. 8","479","25"
"3er WG","Berlin Mitte","Neue Hochstrasse 30","550","15"
"3er WG","Berlin Neukölln","Sonnenallee 159","29","28"
"3er WG","Berlin Friedrichshain-Kreuzberg","Rigaer str. 99","399","22"
"3er WG","Berlin Weißensee","Herbert-Baum-Straße","500","15"
"4er WG","Berlin Friedrichshain","Simon-Dach-Strasse","315","16"
"3er WG","Berlin Berlin","Mollendorfstrasse","500","20"
"2er WG","Berlin Pankow","Dusekestr. 2","450","18"
"2er WG","Berlin Friedrichshain","Pettenkoferstrasse","668","35"
"1-Zimmer-Wohnung","Berlin Pankow","Garibaldstr.","660","36"
"2er WG","Berlin Lichtenberg","Hadburgpfad 4","600","15"
"1-Zimmer-Wohnung","Berlin Berlin","Wiclefstr","250","37"
"2er WG","Berlin Buch","Bruno,","50","30"
"2er WG","Berlin Lichtenberg","Irenenstrasse 22","550","22"
"4er WG","Berlin Lichtenrade","Saalower Str 31","440","15"
"5er WG","Berlin Steglitz-Zehlendorf","Langensalzaerstrasse 78","620","22"
"3er WG","Berlin Wedding","Bellermannstr 93","650","35"
"2er WG","Berlin Mitte","Krausenstraße","750","15"
"3er WG","Berlin Schöneberg","Am Winterfeldplatz","700","22"
"2er WG","Berlin Friedrichshain-Kreuzberg","Boxhagener Straße 108","343","20"
"1-Zimmer-Wohnung","Berlin Spandau - in der Nähe von...","Teltowerstrasse","600","38"
"1-Zimmer-Wohnung","Berlin Buckow","Trappenpfad 35","750","38"
"2er WG","Berlin Friedrichshain","ostbahnhof","625","16"
"2er WG","Berlin Mitte","Alteschönhauser Straße","650","24"
"3er WG","Berlin Berlin","Neue Bahnhofstraße","400","15"
"1-Zimmer-Wohnung","Berlin Spandau","Kulbeweg 23-32","350","27"
"2er WG","Berlin Mitte","Hirtenstraße 10A","650","16"
"2er WG","Berlin Steglitz","Kniephofstraße 11","340","13"
"3er WG","Berlin Mitte","Prenzlauer Berg 18","414","18"
"2er WG","Berlin Wedding","Togostrasse 41","485","29"
"3er WG","Berlin Mitte","Auguststraße 47 a","480","14"
"2er WG","Berlin Prenzlauer Berg","143A Erich-Weinert Strasse","550","40"
"6er WG","Berlin Spandau","Lynerstr","450","12"
"1-Zimmer-Wohnung","Berlin Alt Mariendorf","Rathausstraße 51","540","34"
"3er WG","Berlin Falkensee","Coburger Str.","575","15"
"4er WG","Berlin Neukölln","Rosegger Straße 4","500","22"
"2er WG","Berlin Lichtenberg","Dolgenseestr. 55","430","16"
"1-Zimmer-Wohnung","Berlin Wedding","Holländerstrasse 38","930","38"
"1-Zimmer-Wohnung","Berlin Neukölln","Schillerpromenade 7","390","44"
"2er WG","Berlin Berlin Germany","Dolziger Str. 3110247","600","40"
"3er WG","Berlin Kreuzberg","Oranienstraße 37","530","18"
"2er WG","Berlin Prenzlauer Berg","Schliemannstrasse 37","500","29"
"16er WG","Berlin Mitte","Schleswiger Ufer 12","350","13"
"2er WG","Berlin Mitte","Pappelallee 10","490","15"
"2er WG","Berlin Prenzlauer Berg","Pappelallee 10","490","16"
"2er WG","Berlin Prenzlauer Berg","Lehderstrasse","470","17"
"2er WG","Berlin Steglitz","Kissinger Str.","25","25"
"3er WG","Berlin Marienfelde","Hildburghauser Straße","480","24"
"3er WG","Berlin Kreuzberg","Maybachufer","690","20"
"3er WG","Berlin Moabit","Krefelder Str. 15","460","24"
"3er WG","Berlin Wilmersdorf","Detmolder Straße","510","22"
"3er WG","Berlin Moabit","Emdenerstrasse 58","450","92"
"1-Zimmer-Wohnung","Berlin Moabit","Folgt","550","45"
"5er WG","Berlin Charlottenburg-Wilmersdorf","Rüsternallee 34","245","17"
"5er WG","Berlin berlin","chausseestrasse, 131 b","650","27"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Alt-Lietzow 37","700","40"
"3er WG","Berlin Lichtenberg","Landsberger Allee 214","400","15"
"2er WG","Berlin Kreuzberg","Hedemannstr 25","500","20"
"4er WG","Berlin Friedrichshain","Libauer Straße","400","18"
"2er WG","Berlin Mitte","Fischerinsel 1","16","16"
"2er WG","Berlin Mitte","Wilhelmstrasse 90","280","20"
"1-Zimmer-Wohnung","Berlin Reinickendorf","Zobeltitzstr, 117","354","28"
"3er WG","Berlin Pankow","Lohmestraße","280","10"
"5er WG","Berlin Berlin","sonnenallee 85","500","20"
"7er WG","Berlin Mariendorf","Säntisstraße","400","17"
"2er WG","Berlin Gropiusstadt","Walter-Franck-Zeile 2","350","50"
"3er WG","Berlin Neukölln","Sonnenallee","150","15"
"2er WG","Berlin Berlin","Mindener Str, 25","550","18"
"5er WG","Berlin Mitte","Jägerstraße","465","12"
"2er WG","Berlin Wedding","Stockholmerstrasse 29","450","24"
"2er WG","Berlin Kreuzberg","Taborstrasse 6","140","45"
"2er WG","Berlin Friedrichshain","Dolziger Str. 39","550","30"
"2er WG","Berlin Moabit","Hansa-Ufer","450","23"
"5er WG","Berlin Tiergarten","Turmstrasse 76","508","39"
"2er WG","Berlin Reinickendorf","Gorkistr. 100","400","14"
"2er WG","Berlin Tempelhof-Schöneberg","Schulenburgring 121","400","13"
"2er WG","Berlin Dahlem","Pacelliallee 5","695","20"
"2er WG","Berlin Berlin","Scharnweberstraße, 73","451","16"
"3er WG","Berlin Gesundbrunnen","Badstr61","460","24"
"1-Zimmer-Wohnung","Berlin Friedrichshain","Boxhagener Straße 74","950","50"
"2er WG","Berlin Charlottenburg","Kaiserin-Augusta-Allee","500","22"
"4er WG","Berlin Wedding","Kiautschoustrasse","540","24"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Aristotelessteig","600","20"
"2er WG","Berlin Lichtenberg","Aristotelessteig","600","15"
"3er WG","Berlin Wedding","Brüsseler Straße 52b","552","25"
"2er WG","Berlin Schmargendorf","Breite Straße 23","690","19"
"6er WG","Berlin Siemensstadt","Quellweg 75","520","20"
"2er WG","Berlin Friedrichshain","Marchlewskistr. 91","550","15"
"3er WG","Berlin Schöneberg","Kolonnenstraße","500","20"
"2er WG","Berlin Neukölln","Reuterstr","600","40"
"1-Zimmer-Wohnung","Berlin Berlin","Müllerstraße 97","400","20"
"3er WG","Berlin Charlottenburg-Wilmersdorf","Gasteiner Str.12","530","30"
"4er WG","Berlin Kreuzberg","Wrangelkiez","680","24"
"1-Zimmer-Wohnung","Berlin Heinersdorf","Romain-Rolland-Straße,","550","22"
"3er WG","Berlin Moabit","Stendaler Str. 18a","550","15"
"3er WG","Berlin Neukölln","Sonnenalle 25","590","18"
"1-Zimmer-Wohnung","Berlin Schöneberg","Leberstrasse","535","31"
"3er WG","Berlin Mitte","Almstadtstraße 33","610","25"
"3er WG","Berlin Schöneberg","Eisenacher Straße","600","35"
"8er WG","Berlin Weißensee","Brodenbacher Weg","437","12"
"4er WG","Berlin Friedrichshain","Franz-Mehring-Platz 2","280","20"
"3er WG","Berlin Wedding","Martin Opitz Straße","600","15"
"3er WG","Berlin Friedrichshain-Kreuzberg","Boxhagener Platz 1","550","25"
"2er WG","Berlin Neukölln","Weserstrasse","549","20"
"2er WG","Berlin Köpenick","Roedernstrasse","375","20"
"2er WG","Berlin Marzahn","Schwarzburger Straße 8","357","14"
"3er WG","Berlin Wedding","Soldiner Straße 68","520","25"
"2er WG","Berlin Friedenau","Stubenrauchstr","488","14"
"1-Zimmer-Wohnung","Berlin Mitte","Alexanderstrasse 40","720","16"
"3er WG","Berlin Mitte","Legiendamm 14","510","11"
"3er WG","Berlin Prenzlauer Berg","Liselotte Herrmann Str","500","22"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Grimmstrasse 23","900","42"
"3er WG","Berlin Prenzlauer Berg","Dunckerstr. 13","500","25"
"2er WG","Berlin Tempelhof","Gäßnerweg 47","280","12"
"2er WG","Berlin Wedding Reinickendorf Ges...","Residenzstraße","550","15"
"2er WG","Berlin Französisch Buchholz","Pankow 6","100","20"
"1-Zimmer-Wohnung","Berlin Friedrichshein","Kochhannstraße","670","30"
"4er WG","Berlin Neukölln","Sonnenallee","550","20"
"3er WG","Berlin Weißensee","Parkstraße 29 A","800","20"
"2er WG","Berlin Prenzlauer Berg","Paul-Robeson-Str. 43","680","28"
"2er WG","Berlin Schöneberg","Given at contact","320","32"
"2er WG","Berlin Kreuzberg","Baerwaldstraße 63","450","20"
"2er WG","Berlin Berlin","Zwinglistr. 3a","400","25"
"2er WG","Berlin Steglitz-Zehlendorf","Normannenstraße 11","500","20"
"3er WG","Berlin Neukölln","Surdweorderstr.6","500","65"
"5er WG","Berlin Treptow","Kiefholzstr.","350","12"
"2er WG","Berlin Charlottenburg","Richard-Wagner-Straße","420","18"
"2er WG","Berlin Schöneberg","Crellestr","455","15"
"2er WG","Berlin Charlottenburg","Lietzenseeufer","580","18"
"2er WG","Berlin Prenzlauer Berg","Landsberger Allee","22","12"
"3er WG","Berlin F-Hein/ Lichtenberg","Frankfurter Allee 271","439","50"
"1-Zimmer-Wohnung","Berlin Alt-Hohenschönhausen","Egon-Erwin-Kisch-Straße 6...","700","37"
"5er WG","Berlin Charlottenburg","An den Haselbüschen 9d","550","15"
"2er WG","Berlin Berlin","Paul-Grasse-Str.","480","20"
"3er WG","Berlin Johannisthal","Trützschlerstraße 9","329","16"
"2er WG","Berlin Prenzlauer Berg","Prenzlauer Allee","450","14"
"2er WG","Berlin Pankow","Schonensche Strraße","450","18"
"2er WG","Berlin Charlottenburg","Kaiser-Friedrich-Strasse ...","590","20"
"2er WG","Berlin Friedrichshain","23 garterstr","90","96"
"3er WG","Berlin Kreuzberg","Hedemannstr. 0","575","14"
"3er WG","Berlin Mitte","Linienstrasse","390","12"
"2er WG","Berlin Friedrichshain","Niederbarnimstr","580","16"
"2er WG","Berlin Friedrichshain","F-Hain 1a","350","10"
"3er WG","Berlin Wedding","Amsterdamer Str.","550","27"
"4er WG","Berlin Neukölln","Sonnenallee","520","12"
"3er WG","Berlin Friedrichsfelde","Sewanstraße 213","265","25"
"4er WG","Berlin Mahlsdorf","Birkensteinweg 13","500","25"
"3er WG","Berlin Charlottenburg","Soorstrasse 71A","510","20"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Glogauerstr.","800","60"
"2er WG","Berlin Kreuzberg","Nahe Mehringdamm","28","20"
"2er WG","Berlin Kreuzberg","Nahe Mehringdamm","560","20"
"2er WG","Berlin Prenzlauer Berg","Prenzlauer Allee 148","550","18"
"2er WG","Berlin Neukölln","Gradestr","400","16"
"2er WG","Berlin Charlottenburg-Wilmersdorf","nähe Helmholtzstr.","550","24"
"2er WG","Berlin Moabit","Oldenburgerstraße","700","30"
"4er WG","Berlin Mariendorf","Rathausstraße 78","300","7"
"1-Zimmer-Wohnung","Berlin Neukölln","Schillerpromenade 3","450","44"
"2er WG","Berlin Lichtenberg","Irenenstrasse 22","550","22"
"6er WG","Berlin Charlottenburg","otto suhr allee 73 - 6 OG","500","14"
"5er WG","Berlin Neukölln","Flughafenstrasse","340","12"
"3er WG","Berlin Steglitz","Poschingerstr 31","450","16"
"3er WG","Berlin Prenzlauer Berg","Storkower Str. 36","625","14"
"3er WG","Berlin Pankow","Isländische Straße","480","25"
"2er WG","Berlin Zehlendorf","Machnowerstr.","650","12"
"3er WG","Berlin Moabit","Jagowstraße 28","15","7"
"3er WG","Berlin Reinickendorf","Schillingstraße 8","550","25"
"3er WG","Berlin Wedding","Neue Hochstrasse 24","488","22"
"1-Zimmer-Wohnung","Berlin Wedding","Neue Hochstrasse","488","22"
"3er WG","Berlin Mitte","Turmstrasse","400","11"
"5er WG","Berlin Lichtenberg","Josef Orlopp Str 1","515","28"
"3er WG","Berlin Hellersdorf","Fritz Lang Str 3","365","16"
"3er WG","Berlin Berlin","Martin-luther-strasse,","320","24"
"6er WG","Berlin Wilmersdorf","Nestorstraße str 18A","700","15"
"2er WG","Berlin Köpenick","Wendenschloßstraße 126","520","23"
"2er WG","Berlin Staaken","Sandstraße","510","28"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Kantstraße 143","620","24"
"2er WG","Berlin Neukölln","Wesenberger Ring","480","22"
"2er WG","Berlin Lichtenberg","Archenholdstr.","650","18"
"1-Zimmer-Wohnung","Berlin Berlin","Bismarckallee 3","675","20"
"2er WG","Berlin Neukölln","Elbestraße 24","590","19"
"2er WG","Berlin Friedrichshain-Kreuzberg","Pücklerstraße","700","20"
"1-Zimmer-Wohnung","Berlin Wilmersdorf","Pariser strasse","600","40"
"2er WG","Berlin Humboldthain","Kolbergerstr. 22","550","16"
"1-Zimmer-Wohnung","Berlin Moabit","Perleberger Straße 4","650","48"
"2er WG","Berlin Wedding","Müllerstraße 30","420","28"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Jahnstr 9","950","35"
"2er WG","Berlin Mitte","Pflugstr.21","500","30"
"2er WG","Berlin Gesundbrunnen","Stettiner Strasse","475","18"
"1-Zimmer-Wohnung","Berlin Wedding","Nazarethkirchstraße 20","450","20"
"2er WG","Berlin Charlottenburg","Kantstraße 143","550","18"
"3er WG","Berlin Pankow","Dusekestr.2","580","20"
"2er WG","Berlin Lichtenberg","Leopoldstraße","350","20"
"3er WG","Berlin Wedding","Buttmannstr., 20","320","16"
"3er WG","Berlin Neukölln","Treptower Strasse 23","475","14"
"1-Zimmer-Wohnung","Berlin Schöneberg","Feurigstraße 16","420","42"
"6er WG","Berlin Charlottenburg","Sophie-Charlotten-Stf. 67/68","669","35"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Joachim-Friedrich-Str.","550","10"
"3er WG","Berlin Friedrichshain","silvio-meier-straße","550","28"
"3er WG","Berlin Friedrichshain","silvio-meier-straße","480","12"
"2er WG","Berlin Britz","nahe Britzer Damm","350","14"
"3er WG","Berlin Kreuzberg","Bayernring","560","14"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Prinzenstr 97","1250","40"
"3er WG","Berlin Kreuzberg","Skalitzerstr.28","250","15"
"2er WG","Berlin Gesundbrunnen","Böttgerstraße","500","18"
"8er WG","Berlin Wittenau","Wilhelmsruher damm 213","390","15"
"1-Zimmer-Wohnung","Berlin Rummelsburg","Vicki-Baum-Str.","820","30"
"2er WG","Berlin Neukölln","Hasenheide 76","1158","15"
"2er WG","Berlin Berlin","Zwinglistr. 3a","450","25"
"3er WG","Berlin Steglitz","Rathaus Steglitz","725","25"
"1-Zimmer-Wohnung","Berlin Karlshorst","Gleyeweg 33","35","25"
"2er WG","Berlin Tiergarten","turmstrasse","530","28"
"2er WG","Berlin Friedrichshain","Kochhannstr. 26","640","26"
"1-Zimmer-Wohnung","Berlin Plänterwald","Platanenweg","540","25"
"2er WG","Berlin Prenzlauer Berg","Prenzlauer Allee","596","19"
"3er WG","Berlin Kreuzberg","Taborstr 1","725","17"
"3er WG","Berlin Friedenau","Fregestr","30","12"
"2er WG","Berlin Moabit","Bandelstrasse","600","21"
"3er WG","Berlin Mitte","Invalidenstarsse 53","650","10"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Barbel-Bohley-Ring 26","698","23"
"2er WG","Berlin Friedrichshain","Ostkreuz","350","20"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Otto-Suhr-Allee","520","16"
"2er WG","Berlin Mitte","Havelbergerstr. 7","660","20"
"5er WG","Berlin Charlottenburg","niebuhrstr","600","20"
"1-Zimmer-Wohnung","Berlin Neukölln","warthestr","175","35"
"4er WG","Berlin Moabit","Zwinglistr 39","550","20"
"3er WG","Berlin Schöneberg","Nollendorfstraße","850","25"
"3er WG","Berlin Wedding","4","480","12"
"4er WG","Berlin Charlottenburg","26","480","10"
"7er WG","Berlin Charlottenburg","123","435","8"
"4er WG","Berlin Prenzlauer Berg","2","460","8"
"3er WG","Berlin Moabit","Waldstraße 50","435","13"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Wrangelstraße 82","400","42"
"4er WG","Berlin Weißensee","Berliner Allee, 115","465","32"
"2er WG","Berlin Friedrichshain","Holteistrasse 12","560","18"
"4er WG","Berlin Prenzlauer Berg","Schönhauser Allee 74","670","17"
"1-Zimmer-Wohnung","Berlin Friedrichsfelde","Gensinger Str.","890","41"
"2er WG","Berlin Baumschulenweg","Gondeker Str","500","18"
"2er WG","Berlin Weissensee","Schönstraße 2","350","12"
"3er WG","Berlin Hellersdorf","Allee","500","20"
"2er WG","Berlin Wilmersdorf","Nassauische Straße 4","660","50"
"2er WG","Berlin Köpenick","Mahlower str 52","250","13"
"1-Zimmer-Wohnung","Berlin Charlottenburg","Cauerstrasse 33","675","38"
"2er WG","Berlin Charlottenburg","Kaiserin Augusta Allee 45","350","9"
"2er WG","Berlin Treptow","Büchnerweg 9","500","15"
"14er WG","Berlin Rudow","Waßmannsdorfergrund","702","12"
"2er WG","Berlin Lichtenrade","Pechsteinstr. 66","431","18"
"1-Zimmer-Wohnung","Berlin Neukölln","Delbrückstraße","800","45"
"2er WG","Berlin Charlottenburg-Wilmersdorf","Bornimer Str.","600","25"
"2er WG","Berlin Wilmersdorf","Prinzregentenstraße 1A","550","16"
"2er WG","Berlin Rahnsdorf","Fürstenwalder Allee 258","450","11"
"2er WG","Berlin Moabit","Stendaler Straße 9","574","26"
"3er WG","Berlin Neukölln","Nogatstraße","430","22"
"3er WG","Berlin Moabit","Jagowstrasse 3","590","15"
"2er WG","Berlin Tiergarten","Melanchthonstraße","450","17"
"1-Zimmer-Wohnung","Berlin Kreuzberg","Kreuzbergstr 29","770","36"
"2er WG","Berlin Schöneberg","Rubensstraße 116","450","14"
"1-Zimmer-Wohnung","Berlin Prenzlauer Berg","Paul-Robeson-Str.","350","34"
"4er WG","Berlin Wedding","37","750","20"
"3er WG","Berlin Johannisthal","70","420","9"
"3er WG","Berlin Prenzlauer Berg","Schönhauser Allee","670","15"
"7er WG","Berlin Wilmersdorf","133","500","10"
"3er WG","Berlin Wedding","Adolfstraße 4","720","27"
"5er WG","Berlin Kreuzberg","schönleinstr","290","33"
"4er WG","Berlin Prenzlauer Berg","11","450","7"
"2er WG","Berlin Mitte","Potsdamerstraße","650","45"
"2er WG","Berlin Mitte","seydelstrasse 36","520","23"
"1-Zimmer-Wohnung","Berlin Lichtenberg","Balatonstraße 1","595","27"
"6er WG","Berlin Steglitz-Zehlendorf","Wasgenstraße 75","440","16"
"2er WG","Berlin Mitte","Bergstraße 79","450","24"
"2er WG","Berlin Prenzlauer Berg","Danziger Str","570","27"
"6er WG","Berlin Moabit","Perlebergerstraße","500","22"
"4er WG","Berlin Moabit","Putlitzstr. 18","487","25"
"3er WG","Berlin Neukölln","Neukölln","550","16"
